module,file,ext,date,hour
4,Module04Chamber1_2018_04_09_17_39_59.jpg,jpg,2018-04-09,17.65
4,Module04Chamber1_2018_04_09_19_02_06.jpg,jpg,2018-04-09,19.033333333333335
4,Module04Chamber1_2018_04_09_20_28_45.jpg,jpg,2018-04-09,20.466666666666665
4,Module04Chamber1_2018_04_09_21_47_29.jpg,jpg,2018-04-09,21.783333333333335
4,Module04Chamber1_2018_04_09_23_12_07.jpg,jpg,2018-04-09,23.2
4,Module04Chamber1_2018_04_10_00_38_35.jpg,jpg,2018-04-10,0.6333333333333333
4,._Module04Chamber1_2018_04_10_00_38_35.jpg,jpg,2018-04-10,0.6333333333333333
4,._Module04Chamber1_2018_04_10_00_38_35.jpg,jpg,2018-04-10,0.6333333333333333
4,Module04Chamber1_2018_04_10_13_20_36.jpg,jpg,2018-04-10,13.333333333333334
4,Module04Chamber1_2018_04_10_14_48_45.jpg,jpg,2018-04-10,14.8
4,Module04Chamber1_2018_04_10_16_15_10.jpg,jpg,2018-04-10,16.25
4,Module04Chamber1_2018_04_10_17_38_28.jpg,jpg,2018-04-10,17.633333333333333
