mesor,amplitude,acrophase,p_rhythm,n,IS,IV,RA,bin_h,span_h,dataset,subject_id,condition,variable,species,gravity
111.9671111111111,5.931790783048446,13.13063701190578,6.342551702065435e-06,36,0.8338363067226766,0.8790376836136979,0.08016916135566321,2.0,70.0,helissen2021,2021_1168656,baseline,bp_mean,mouse,1G
570.1666666666665,35.6866207427982,8.667841672074108,2.448586651215834e-07,36,0.7523063579257221,0.6839390378066227,0.09613140651647072,2.0,70.0,helissen2021,2021_1168656,baseline,hr,mouse,1G
33.989888888888885,0.7555050324882422,12.36127306604445,4.53074524986441e-06,36,0.8442012071398853,1.0005703786247173,0.025521083724373516,2.0,70.0,helissen2021,2021_1168656,baseline,tb_sub,mouse,1G
0.1531213430786328,0.0677186559547945,10.911921315033917,0.08597146771826036,37,0.39972473388301477,1.105051634852268,0.8298665734428716,2.0,72.0,helissen2021,2021_1168656,recovery,activity,mouse,1G
112.35097410047277,2.7661259286174964,12.43701573522356,0.11852627586264197,37,0.4006888732198895,0.9336659656261435,0.09521094640820979,2.0,72.0,helissen2021,2021_1168656,recovery,bp_mean,mouse,1G
543.0879116938621,34.552481879051555,10.074079280257976,0.08267641466400533,37,0.30541038087284894,1.168907430802508,0.22661330665332666,2.0,72.0,helissen2021,2021_1168656,recovery,hr,mouse,1G
33.37284826619694,0.5259345226384528,10.363268908937057,0.008521153054687258,37,0.5999759615428205,1.1269918156716483,0.02514460395001045,2.0,72.0,helissen2021,2021_1168656,recovery,tb_sub,mouse,1G
0.037105000000000006,0.00467113178850501,16.048510664548893,0.6110519550168628,60,0.33636654446261494,1.6725899817878953,0.8808689558514365,2.0,118.0,helissen2021,2021_1168656,treatment,activity,mouse,HLU
122.83066666666669,1.6821419908305808,17.084808104891053,0.5102069348399403,60,0.15739561545871306,0.29200630036983444,0.10174223127865518,2.0,118.0,helissen2021,2021_1168656,treatment,bp_mean,mouse,HLU
590.4333333333335,0.2622583912326366,4.4072082638633665,0.9995424730802447,60,0.041695092348230156,0.2026970008217812,0.14648315309679147,2.0,118.0,helissen2021,2021_1168656,treatment,hr,mouse,HLU
33.13976666666668,0.15835664030136865,10.00650061282267,0.4236609575341729,60,0.15070134280279066,0.4526314043705874,0.03793767252651463,2.0,118.0,helissen2021,2021_1168656,treatment,tb_sub,mouse,HLU
0.2059055555555555,0.16613045297762313,12.366991987791828,9.165125130938812e-06,36,0.9348808272430694,0.9971483087424852,0.8473887099329356,2.0,70.0,helissen2021,2021_1168657,baseline,activity,mouse,1G
123.93333333333334,6.9123019554505465,13.223621766276207,0.0007607647825226271,36,0.8569653270248894,1.1422651752026614,0.08566510249853095,2.0,70.0,helissen2021,2021_1168657,baseline,bp_mean,mouse,1G
568.5555555555554,22.269834987237807,7.867185960835034,0.15305113357855038,36,0.39006378428438737,1.1803381817444873,0.11201814058956916,2.0,70.0,helissen2021,2021_1168657,baseline,hr,mouse,1G
33.706,0.5197120080215335,12.291022611539564,0.0008492515358542452,36,0.9051309654322083,1.3635222681170278,0.019316913882048817,2.0,70.0,helissen2021,2021_1168657,baseline,tb_sub,mouse,1G
0.15617270715858397,0.10939148916868191,11.634169440992332,0.02978075640572786,37,0.4464029821793729,0.7575454159281944,0.9594575702502447,2.0,72.0,helissen2021,2021_1168657,recovery,activity,mouse,1G
126.526689547219,4.646276582818167,13.767770572609686,0.05518124539884095,37,0.620113505631448,1.1834977001565856,0.0944301979690224,2.0,72.0,helissen2021,2021_1168657,recovery,bp_mean,mouse,1G
463.9232834398258,29.04057011985493,22.897151282103437,0.7728293075252248,37,0.025042412759012665,0.12155785986007073,0.5863746958637469,2.0,72.0,helissen2021,2021_1168657,recovery,hr,mouse,1G
33.34798545857861,0.4351493702376734,10.355965454262407,0.05689707989963233,37,0.3008061422541997,0.4786191556983145,0.035355177420152255,2.0,72.0,helissen2021,2021_1168657,recovery,tb_sub,mouse,1G
0.028120000000000006,0.004016189122308404,16.0529911890147,0.5571743557616781,60,0.3892679779914512,1.6740465085685612,0.7598064627613615,2.0,118.0,helissen2021,2021_1168657,treatment,activity,mouse,HLU
129.03050000000002,1.5876057451315275,15.406164739173942,0.3322899000484254,60,0.29810086293656923,1.0538251276605775,0.07436362499218223,2.0,118.0,helissen2021,2021_1168657,treatment,bp_mean,mouse,HLU
501.0833333333334,33.996980571591045,21.069840692752667,0.12848564220832093,60,0.09225814303819219,0.23236346186030443,0.3839762611275964,2.0,118.0,helissen2021,2021_1168657,treatment,hr,mouse,HLU
31.842833333333342,0.2757912001738607,12.971248413320993,0.009230260510987742,60,0.44524166180821945,1.1028923127120724,0.02396360900500462,2.0,118.0,helissen2021,2021_1168657,treatment,tb_sub,mouse,HLU
0.2697388888888889,0.3029427614254216,12.13755942571856,2.151568902197809e-05,36,0.7395238408271896,0.6802799712396084,0.9090206849197492,2.0,70.0,helissen2021,2021_1168659,baseline,activity,mouse,1G
83.37753888888886,4.112631991041708,12.91030133199217,0.8395796098733577,36,0.09991879225957118,0.4379336366353803,0.7734759850941392,2.0,70.0,helissen2021,2021_1168659,baseline,bp_mean,mouse,1G
531.0833333333333,39.54395443408129,6.433201060388196,0.044097250383070774,36,0.252625299729905,0.7226407621590307,0.1829909221213569,2.0,70.0,helissen2021,2021_1168659,baseline,hr,mouse,1G
33.66583333333333,1.2188271882645232,12.606394252733997,7.280727899017236e-06,36,0.705985839755789,0.6199465020604378,0.049380682517988925,2.0,70.0,helissen2021,2021_1168659,baseline,tb_sub,mouse,1G
0.1957444176547795,0.0499548710384626,12.081668985194336,0.25683270876107034,37,0.4482336223497809,1.3947176494862075,0.7623814541622762,2.0,72.0,helissen2021,2021_1168659,recovery,activity,mouse,1G
115.97757392808971,4.151502545320099,16.69566996793349,0.010029337904000513,37,0.39190326289082317,1.0458506709062574,0.07831814688769352,2.0,72.0,helissen2021,2021_1168659,recovery,bp_mean,mouse,1G
576.6479499581592,6.342099653838397,9.443770741742938,0.8677210343297233,37,0.06061398625225242,0.2840383906896849,0.11772545535317637,2.0,72.0,helissen2021,2021_1168659,recovery,hr,mouse,1G
34.04144542443162,0.5107919768332575,11.866642629018298,0.08405875010177821,37,0.28744903329205523,0.6158546606585819,0.041297891604462705,2.0,72.0,helissen2021,2021_1168659,recovery,tb_sub,mouse,1G
0.13580833333333334,0.03318920049383702,16.665196191225874,0.09028066269299662,60,0.22078414121480347,0.855378112671994,0.8230088495575222,2.0,118.0,helissen2021,2021_1168659,treatment,activity,mouse,HLU
114.37898333333337,6.020148807266945,16.21027667722457,7.577969773908677e-08,60,0.5887862534880497,0.6123033891093224,0.10095078742382953,2.0,118.0,helissen2021,2021_1168659,treatment,bp_mean,mouse,HLU
537.45,14.761968534560689,17.50132390711675,0.3420096458945687,60,0.09420590652963325,0.28721962746191865,0.16447304280003902,2.0,118.0,helissen2021,2021_1168659,treatment,hr,mouse,HLU
33.44253333333334,0.35453345013107695,15.430682972361899,0.00041763837406305626,60,0.4701834118926726,0.8868008876231677,0.024469576035553962,2.0,118.0,helissen2021,2021_1168659,treatment,tb_sub,mouse,HLU
0.18616525154096764,0.04262814008683667,19.71302304338913,0.1993035745022249,36,0.7646408208666147,1.6562104274500773,0.665024304751827,2.0,70.0,helissen2022,2022_1077138,baseline,activity,mouse,1G
569.7928493698586,34.442324782933376,15.612366357580337,3.037107869419131e-06,36,0.795181433106805,1.0948336407043429,0.06960227272727271,2.0,70.0,helissen2022,2022_1077138,baseline,hr,mouse,1G
36.48592395587584,0.4209838312502843,19.305497743266564,0.006659100848725341,36,0.8436034661423835,1.3471944767831805,0.020439650520755057,2.0,70.0,helissen2022,2022_1077138,baseline,tb_core,mouse,1G
